disorder_id,name,name_alt1,name_alt2,abbr,gene_sym,hgnc_gene_sym,hgnc_gene_name,ncbi_gene,omim_no,inheritance,treatability,prevalence
140,ADSL-related Adenylosuccinate lyase deficiency,Adenylosuccinase deficiency,NA,ADSLD,ADSL,ADSL,Adenylosuccinate lyase,435,103050;608222,Autosomal Recessive,unknown,NA
141,ATIC-related AICAR transformylase-IMP cyclohydrolase deficiency,AICAribosiduria,NA,AICAR,ATIC,ATIC,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase,471,608688;601731,Autosomal Recessive,unknown,NA
142,ADA-related Adenosine deaminase deficiency,Severe combined immunodeficiency (SCID),NA,ADA,ADA,ADA,adenosine deaminase,100,102700,Autosomal Recessive,yes,1:200 000-1:1 000 000
143,DGUOK-related Mitochondrial deoxyguanosine kinase deficiency,Mitochondrial DNA depletion syndrome 3 (hepatocerebral type),"Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 4",MTDPS3,DGUOK,DGUOK,deoxyguanosine kinase,1716,251880;601465,Autosomal Recessive,unknown,NA
144,AMPD1-related Myoadenylate deaminase deficiency,Adenosine monophosphate deaminase deficiency,NA,AMPD,AMPD1,AMPD1,adenosine monophosphate deaminase 1,270,102770,Autosomal Recessive,yes,NA
145,HPRT1-related Hypoxanthine guanine phosphoribosyltransferase deficiency,Lesch-Nyhan syndrome,Kelley-Seegmiller syndrome,HGPRT,HPRT1,HPRT1,hypoxanthine phosphoribosyltransferase 1,3251,300322;308000,X-linked-R (XLR),yes,NA
146,APRT-related Adenine phosphoribosyl transferase deficiency,"2,8-dihydroxyadenine urolithiasis",NA,APRTD,APRT,APRT,adenine phosphoribosyltransferase,353,102600,Autosomal Recessive,yes,1:50 000-1:100 000 in Caucasian; 1:27 000 in Japanese; >1:15 000 in Icelandic
147,PRPS1-related Phosphoribosyl pyrophosphate synthetase 1 deficiency,X-linked Charcot-Marie-Tooth disease-5,Arts syndrome,PRPPS,PRPS1,PRPS1,phosphoribosyl pyrophosphate synthetase 1,5631,311850,X-linked-R (XLR),unknown,NA
149,PNP-related Purine nucleoside phosphorylase deficiency,T cell immunodeficiency,NA,PNP,PNP,PNP,purine nucleoside phosphorylase,4860,613179;164050,Autosomal Recessive,yes,NA
150,RRM2B-related Mitochondrial ribonucelotide reductase subunit 2 deficiency,MITOCHONDRIAL DNA DEPLETION SYNDROME 8A and 8B,NA,MTDP8A and MTDP8B,RRM2B,RRM2B,ribonucleotide reductase regulatory TP53 inducible subunit M2B,50484,604712,"Autosomal Dominant, Autosomal Recessive",unknown,NA
151,TPMT-related Thiopurine S-methyltransferase deficiency,Poor metabolism of thiopurines 1,NA,THPM1,TPMT,TPMT,thiopurine S-methyltransferase,7172,610460;187680,Autosomal Recessive,unknown,NA
152,UMPS-related Uridine monophosphate synthase deficiency,Hereditary orotic aciduria,Orotate phosphoribosyltransferase deficiency,NA,UMPS,UMPS,uridine monophosphate synthetase,7372,258900,Autosomal Recessive,yes,NA
154,NT5C3A-related Pyrimidine-5'-nucleotidase I deficiency,Uridine 5’-monophosphate hydrolase 1 deficiency,NA,NA,NT5C3A,NT5C3A,"5'-nucleotidase, cytosolic IIIA",51251,266120;606224;191720,Autosomal Recessive,unknown,NA
155,DHODH-related Dihydroorotate dehydrogenase deficiency,Postaxial acrofacial dysostosis,Miller syndrome; Genée–Wiedemann syndrome,POADS,DHODH,DHODH,dihydroorotate dehydrogenase (quinone),1723,263750;126064,Autosomal Recessive,unknown,NA
156,NT5C3A-related Pyrimidine 5’-nucleotidase superactivity,Uridine-5’-monophosphate hydrolase superactivity,NA,NA,NT5C3A,NT5C3A,"5'-nucleotidase, cytosolic IIIA",51251,266120;197720,Autosomal Recessive,yes,NA
157,TYMP-related Thymidine phosphorylase deficiency,Mitochondrial Depletion Syndrome 1,Mitochondrial Neurogastrointestinal Encephalopathy Syndrome,MNGIE,TYMP,TYMP,thymidine phosphorylase,1890,131222;603041,Autosomal Recessive,unknown,NA
158,TK2-related Mitochondrial thymidine kinase 2 deficiency,Mitochondrial DNA depletion syndrome type 2,NA,MTDPS2,TK2,TK2,"thymidine kinase 2, mitochondrial",7084,609560;188250,Autosomal Recessive,unknown,NA
159,DPYD-related Dihydropyrimidine dehydrogenase deficiency,Thymine-uraciluria,NA,DPD,DPYD,DPYD,dihydropyrimidine dehydrogenase,1806,274270;612779,Autosomal Recessive,unknown,1:10 000
160,UPB1-related Beta-Ureidopropionase deficiency,NA,NA,NA,UPB1,UPB1,beta-ureidopropionase 1,51733,613161;606673,Autosomal Recessive,unknown,NA
163,GCDH-related Glutaryl-CoA dehydrogenase deficiency,Glutaric acidemia type 1,NA,GA-I,GCDH,GCDH,glutaryl-CoA dehydrogenase,2639,231670,Autosomal Recessive,yes,1:100 000
164,ASPA-related Aspartoacylase deficiency,Canavan disease,N-Acetylaspartic aciduria,CD,ASPA,ASPA,aspartoacylase,443,271900,Autosomal Recessive,unknown,1:100 000; 1:6 400-1:13 500 in Jewish
165,L2HGDH-related L-2-Hydroxyglutarate dehydrogenase deficiency,L-2-hydroxyglutaric aciduria,NA,L2HGA,L2HGDH,L2HGDH,L-2-hydroxyglutarate dehydrogenase,79944,236792,Autosomal Recessive,yes,NA
166,D2HGDH-related D-2-Hydroxyglutarate dehydrogenase deficiency,D-2-hydroxyglutaric aciduria type I,NA,D2HGA type I,D2HGDH,D2HGDH,D-2-hydroxyglutarate dehydrogenase,728294,600721,Autosomal Recessive,unknown,NA
167,IDH2-related Mitochondrial NADP+-dependent isocitrate dehydrogenase 2 superactivity,D-2-hydroxyglutaric aciduria type 2 (dominant),Ollier disease and Maffuci syndrome (somatic),D2HGA type II,IDH2,IDH2,"isocitrate dehydrogenase (NADP(+)) 2, mitochondrial",3418,613657,Autosomal Dominant,unknown,NA
170,SARDH-related Sarcosine dehydrogenase deficiency,Sarcosinemia,NA,SDD,SARDH,SARDH,sarcosine dehydrogenase,1757,268900,Autosomal Recessive,unknown,1:350 000
172,ETHE1-related Mitochondrial sulfur dioxygenase deficiency,Ethylmalonic encephalopathy,NA,ETHE1,ETHE1,ETHE1,"ETHE1, persulfide dioxygenase",23474,602473,Autosomal Recessive,yes,NA
173,OGDH-related Alpha-ketoglutarate dehydrogenase deficiency,2-Oxoglutaric aciduria,Amish lethal microcephaly,NA,OGDH,OGDH,dihydrolipoamide S-succinyltransferase;oxoglutarate dehydrogenase,NA,203740,Autosomal Recessive,unknown,NA
174,FH-related Fumarate hydratase deficiency,Fumarase deficiency,Fumaric aciduria,FH1,FH,FH,fumarate hydratase,2271,606812,Autosomal Recessive,unknown,NA
175,OXCT1-related Succinyl-CoA:3-oxoacid CoA transferase deficiency,NA,NA,SCOT deficiency,OXCT1,OXCT1,3-oxoacid CoA-transferase 1,5019,245050,Autosomal Recessive,yes,NA
176,HMGCS2-related 3-Hydroxy-3-methylglutaryl-CoA synthase deficiency,Mitochondrial 3-Hydroxy-3-methylglutaryl-CoA synthase deficiency,HMG-CoA synthase deficiency,mHMGS deficiency,HMGCS2,HMGCS2,3-hydroxy-3-methylglutaryl-CoA synthase 2,3158,605911,Autosomal Recessive,yes,NA
177,MLYCD-related Malonyl-CoA decarboxylase deficiency,Malonic aciduria,NA,MA,MLYCD,MLYCD,malonyl-CoA decarboxylase,23417,248360,Autosomal Recessive,unknown,NA
179,HSD3B7-related 3β-Hydroxy-Δ5-C27-steroid dehydrogenase-isomerase deficiency,3β-Dehydrogenase deficiency,NA,C27-3β-HSD,HSD3B7,HSD3B7,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7",80270,607764,Autosomal Recessive,yes,NA
180,AKR1D1-related Δ4-3-Oxosteroid-5β-reductase deficiency,5β-reductase deficiency,NA,SRD5B1,AKR1D1,AKR1D1,aldo-keto reductase family 1 member D1,6718,604741,Autosomal Recessive,yes,NA
181,CYP7B1-related Oxysterol 7α-hydroxylase deficiency,Spastic Paraplegia 5A,NA,CYP7B1,CYP7B1,CYP7B1,cytochrome P450 family 7 subfamily B member 1,9420,603711,Autosomal Recessive,yes,NA
182,CYP7A1-related Cholesterol 7α-hydroxylase deficiency,NA,NA,CYP7A1,CYP7A1,CYP7A1,cytochrome P450 family 7 subfamily A member 1,1581,118455,Autosomal Recessive,unknown,NA
183,CYP27A1-related Sterol 27-hydroxylase deficiency,Cerebrotendinous Xanthomatosis,Van Bogaert-Scherer-Epstein disease,CTX,CYP27A1,CYP27A1,cytochrome P450 family 27 subfamily A member 1,1593,213700,Autosomal Recessive,yes,1:50 000 in Caucasians
184,SLC27A5-related Bile acid-CoA ligase deficiency,NA,NA,BA CoA LD,SLC27A5,SLC27A5,solute carrier family 27 member 5,10998,603314,Autosomal Recessive,unknown,NA
185,ATP8B1-related Progressive familial intrahepatic cholestasis type 1,NA,Byler Disease,PFIC1,ATP8B1,ATP8B1,ATPase phospholipid transporting 8B1,5205,211600,Autosomal Recessive,unknown,varies between 1:50 000-1:100 000
186,ABCB11-related Progressive familial intrahepatic cholestasis type 2,NA,NA,PFIC 2,ABCB11,ABCB11,ATP binding cassette subfamily B member 11,8647,603201,Autosomal Recessive,unknown,varies between 1:50 000-1:100 000
187,BAAT-related Bile acid-CoA:aminoacid N-acyl transferase deficiency,Bile acid amidation defect,NA,BAAT,BAAT,BAAT,bile acid-CoA:amino acid N-acyltransferase,570,602938,Autosomal Recessive,unknown,NA
188,AMACR-related Alpha-Methylacyl-CoA racemase deficiency,Congenital bile acid synthesis defect type 4,NA,AMACR,AMACR,AMACR,alpha-methylacyl-CoA racemase,23600,604489,Autosomal Recessive,unknown,NA
189,TALDO1-related Transaldolase deficiency,NA,NA,TALDO,TALDO1,TALDO1,transaldolase 1,6888,606003,Autosomal Recessive,unknown,NA
190,RPIA-related Ribose-5-phosphate isomerase deficiency,NA,NA,RPIA,RPIA,RPIA,ribose 5-phosphate isomerase A,22934,608611,Autosomal Recessive,unknown,1:1 000 000
191,MVK-related Mevalonate kinase deficiency (mild),Hyper Ig D syndrome,Mevalonic aciduria,HIDS,MVK,MVK,mevalonate kinase,4598,260920,Autosomal Recessive,yes,NA
192,DHCR7-related Smith-Lemli-Opitz syndrome,7-dehydrocholesterol reductase deficiency,DHCR7 deficiency,SLOS,DHCR7,DHCR7,7-dehydrocholesterol reductase,1717,270400,Autosomal Recessive,yes,1:20 000-1:40 000
193,EBP-related Chondrodysplasia punctata 2,Conradi-Hünermann syndrome,"3β-hydroxysteroid-delta8, delta7-isomerase deficiency",CDPX2,EBP,EBP,emopamil binding protein (sterol isomerase),10682,302960,X-linked,unknown,1:400 000; 95% patients are female
194,NSDHL-related CHILD syndrome,Congenital hemidysplasia with ichthyosiform erythroderma and limb defects,NA,CHILD,NSDHL,NSDHL,NAD(P) dependent steroid dehydrogenase-like,50814,308050,X-linked,unknown,NA
195,DHCR24-related Desmosterolosis,Desmosterol reductase deficiency,3β-hydroxysterol-delta24-reductase deficiency,DHCR24 deficiency,DHCR24,DHCR24,24-dehydrocholesterol reductase,1718,602398,Autosomal Recessive,unknown,NA
196,SC5D-related Lathosterolosis,Sterol C5-desaturase deficiency,NA,SC5D,SC5D,SC5D,sterol-C5-desaturase,6309,607330,Autosomal Recessive,yes,NA
197,LBR-related Sterol C14 reductase deficiency,Greenberg skeletal dysplasia; Hydrops-ectopic calcification-moth-eaten skeletal dysplasia,"Chondrodystrophy, hydropic and prenatally lethal",HEM Dysplasia,LBR,LBR,,NA,215140,"Autosomal Dominant, Autosomal Recessive",unknown,NA
198,POR-related Cytochrome P450 oxidoreductase deficincy,Antley-Bixler syndrome,NA,ABS,POR,POR,cytochrome p450 oxidoreductase,5447,201750,Autosomal Recessive,unknown,NA
199,ATP7A-related Copper-transporting ATPase subunit alpha deficiency (Menkes),Menkes disease,Kinky (steely) hair disease,MNK (MK),ATP7A,ATP7A,ATPase copper transporting alpha,538,309400,Autosomal Recessive,yes,1:40 000-1:350 000
200,ATP7A-related Copper-transporting ATPase subunit alpha deficiency (OHS),Occipital horn syndrome,X-linked cutis laxa,OHS,ATP7A,ATP7A,ATPase copper transporting alpha,538,304150,X-linked,yes,NA
201,ATP7B-related Copper-transporting ATPase subunit beta deficiency,Wilson disease,NA,WND (WD),ATP7B,ATP7B,ATPase copper transporting beta,540,277900,Autosomal Recessive,yes,1:30 000-1:50 000
202,SLC39A4-related Acrodermatitis enteropathica,Zinc-deficiency type (AEZ),NA,AEZ (AE),SLC39A4,SLC39A4,solute carrier family 39 member 4,55630,201100,Autosomal Recessive,yes,NA
203,HFE-related Hereditary hemochromatosis type 1,HLAH,NA,HFE,HFE,HFE,hemochromatosis,3077,235200,Autosomal Recessive,yes,1:200-1:400 northern European descent
204,HJV-related Hemojuvelin deficiency,Herediatry hemochromatosis (type 2a),NA,HFE2A,HJV,HJV,hemochromatosis type 2 (juvenile),148738,602390,Autosomal Recessive,yes,NA
205,NOGENE-related Neonatal hemochromatosis,Congenitial alloimmune hepatitis,NA,NH,NA,NA,,NA,231100,NA,unknown,NA
206,TF-related Hereditary transferrin deficiency,Atransferrinemia,NA,TF,TF,TF,transferrin,7018,209300,Autosomal Recessive,unknown,NA
208,BCS1L-related GRACILE syndrome,Fellman disease; Björnstad syndrome,"Growth Retardation, Aminoaciduria, Cholestasis, Iron overload, Lactic acidosis and Early death syndrome",GRACILE,BCS1L,BCS1L,"BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone",617,603358,Autosomal Recessive,unknown,1:50 000 in Finland
209,PANK2-related Pantothenate kinase 2 deficiency,Neurodegeneration with brain iron accumulation 1,Hallervorden-Spatz disease,NBIA1,PANK2,PANK2,pantothenate kinase 2,80025,234200,Autosomal Recessive,unknown,1:1 000 000-2:1 000 000
210,FMO3-related Flavin-containing monooxygenase 3 deficiency,Primary trimethylaminuria,Fish odor syndrome,TMA,FMO3,FMO3,flavin containing monooxygenase 3,2328,602079,Autosomal Recessive,unknown,NA
211,DMGDH-related Dimethylglycine dehydrogenase deficiency,Dimethylglycinuria,NA,DMGLY,DMGDH,DMGDH,dimethylglycine dehydrogenase,29958,605849,Autosomal Recessive,unknown,NA
213,KCNJ11-related ATP-sensitive potassium channel pore-forming subunit deficiency,Persistent hyperinsulinemic hypoglycemia of infancy (PHHI),Hyperinsulinism of infancy 2,HHF2,KCNJ11,KCNJ11,potassium voltage-gated channel subfamily J member 11,3767,601820,Autosomal Recessive,yes,NA
214,GGT1-related Gamma-glutamyl transpeptidase deficiency,Glutathionuria,Gamma-glutamyl transferase deficiency,GGT1,GGT1,GGT1,gamma-glutamyltransferase 1,2678,231950,Autosomal Recessive,unknown,NA
215,OPLAH-related 5-Oxoprolinase deficiency,Oxoprolinuria,NA,OPLAHD,OPLAH,OPLAH,,NA,260005,Autosomal Recessive,unknown,NA
216,GCLC-related Gamma-glutamylcysteine synthetase deficiency,Glutamate-cysteine ligase deficiency,Hemolytic anemia due to  GGCS deficiency,GGCS,GCLC,GCLC,glutamate-cysteine ligase catalytic subunit,2729,230450,Autosomal Recessive,unknown,NA
217,"GSS-related Glutathione synthetase deficiency, mild",5-oxoprolinuria,Pyroglutamic aciduria,NA,GSS,GSS,glutathione synthetase,2937,266130,Autosomal Recessive,yes,NA
218,PC-related Pyruvate carboxylase deficiency,NA,NA,PCD,PC,PC,pyruvate carboxylase,5091,266150,Autosomal Recessive,unknown,<1:1 000 000
220,PDHA1-related Pyruvate dehydrogenase E1 alpha deficiency,NA,NA,PDH,PDHA1,PDHA1,pyruvate dehydrogenase (lipoamide) alpha 1,5160,312170,X-linked,yes,NA
221,PDHB-related Pyruvate dehydrogenase E1 beta deficiency,NA,NA,PDH,PDHB,PDHB,pyruvate dehydrogenase (lipoamide) beta,5162,179060,Autosomal Recessive,unknown,NA
222,DLAT-related Dihydrolipoyl transacetylase deficiency,Pyruvate dehydrogenase E2 deficiency,NA,PDHC E2,DLAT,DLAT,dihydrolipoamide S-acetyltransferase,1737,245348,Autosomal Recessive,yes,NA
223,DLD-related Dihydrolipoyl dehydrogenase deficiency,Pyruvate dehydrogenase E3 deficiency,NA,PDHC E3,DLD,DLD,dihydrolipoamide dehydrogenase,1738,248600,Autosomal Recessive,unknown,NA
224,PDHX-related Pyruvate dehydrogenase E3-binding protein deficiency,Pyruvate dehydrogenase component X deficiency,NA,E3BP,PDHX,PDHX,pyruvate dehydrogenase complex component X,8050,245349,Autosomal Recessive,yes,NA
225,PDP1-related Pyruvate dehydrogenase phosphatase deficiency,NA,NA,PDHPD,PDP1,PDP1,pyruvate dehyrogenase phosphatase catalytic subunit 1,54704,608782,Autosomal Recessive,unknown,NA
228,CPT1A-related Carnitine palmitoyltransferase 1A deficiency,Carnitine palmitoyl-CoA transferase 1 deficiency,NA,CPT1,CPT1A,CPT1A,carnitine palmitoyltransferase 1A,1374,255120,Autosomal Recessive,unknown,NA
229,SLC25A20-related Carnitine acylcarnitine translocase deficiency,NA,NA,CACT,SLC25A20,SLC25A20,solute carrier family 25 member 20,788,212138,Autosomal Recessive,unknown,NA
230,CPT2-related Carnitine palmitoyltransferase 2 deficiency,Carnitine palmitoyl-CoA transferase 2 deficiency,NA,CPT2,CPT2,CPT2,carnitine palmitoyltransferase 2,1376,255110,Autosomal Recessive,unknown,NA
231,ACADVL-related Very long-chain acyl CoA dehydrogenase deficiency,NA,NA,VLCAD,ACADVL,ACADVL,"acyl-CoA dehydrogenase, very long chain",37,201475,Autosomal Recessive,yes,1:50 000-1:100 000 in Europe and USA
232,HADHA-related Trifunctional protein subunit αalpha deficiency,Long-chain hydroxyacyl-CoA dehydrogenase or complete mitochondrial trifunctional protein deficiency,NA,"mTFP, MTP",HADHA,HADHA,Hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha,3030,609015,Autosomal Recessive,yes,NA
233,HADHB-related Isolated deficiency of long-chain 3-ketoacyl CoA thiolase,NA,NA,LKAT,HADHB,HADHB,"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), beta subunit",3032,143450,Autosomal Recessive,unknown,NA
234,ACADM-related Medium-chain acyl CoA dehydrogenase deficiency,NA,NA,MCAD,ACADM,ACADM,"acyl-CoA dehydrogenase, C-4 to C-12 straight chain",34,201450,Autosomal Recessive,yes,1:13 000
235,ACADS-related Short-chain acyl CoA dehydrogenase deficiency,Ethylmalonic aciduria,NA,SCAD,ACADS,ACADS,"acyl-CoA dehydrogenase, C-2 to C-3 short chain",35,201470,Autosomal Recessive,unknown,NA
236,HADH-related Short-chain 3-hydroxyacyl-CoA dehydrogenase deficiency,Familial hyperinsulinemic hypoglycemia type 4,NA,SCHAD; HHF4,HADH,HADH,hydroxyacyl-CoA dehydrogenase;hydroxyacyl-CoA dehydrogenase,3033,231530,Autosomal Recessive,unknown,NA
237,ETFA-related Electron transfer flavoprotein α subunit deficiency,Glutaric aciduria type 2A,Multiple acyl-CoA dehydrogenase deficiency type 2A,NA,ETFA,ETFA,electron transfer flavoprotein alpha subunit;electron transfer flavoprotein beta subunit,2108,231680,Autosomal Recessive,yes,1:200 000 but varies greatly between countries
239,ETFDH-related Multiple acyl-CoA dehydrogenase deficiency,Glutaric aciduria type 2C,MAD deficiency,NA,ETFDH,ETFDH,electron transfer flavoprotein dehydrogenase,2110,231675,Autosomal Recessive,unknown,1:200 000 but varies greatly between countries
241,IDUA-related Alpha-iduronidase deficiency,"Mucopolysaccharidosis type 1H, Hurler syndrome (severe)","Mucopolysaccharidosis type 1S, Scheie syndrome (milder)",MPS I,IDUA,IDUA,"iduronidase, alpha-L-",3425,607014;607015;607016,Autosomal Recessive,yes,1:435 000
242,IDS-related Iduronate 2-sulfatase deficiency,Hunter disease,Mucopolysaccharidosis type 2,MPS II,IDS,IDS,iduronate 2-sulfatase,3423,309900,X-linked,yes,1:166 000 in Europe
243,SGSH-related Heparan N-sulfatase deficiency,Sanfilippo A disease,Mucopolysaccharidosis type 3A,MPS IIIA,SGSH,SGSH,N-sulfoglucosamine sulfohydrolase,6448,252900,Autosomal Recessive,yes,1:53 000 in Netherlands; 1:67 000 in Australia
244,NAGLU-related N-acetylglucosaminidase deficiency,Sanfilippo B disease,Mucopolysaccharidosis type 3B,MPS IIIB,NAGLU,NAGLU,N-acetyl-alpha-glucosaminidase,4669,252920,Autosomal Recessive,yes,NA
245,HGSNAT-related Heparan-alpha-glucosaminide N-acetyltransferase deficiency,"Sanfilippo syndrome type C (severe), retinitis pigmentosa type 73 (milder)",Mucopolysaccharidosis type 3C,MPS IIIC,HGSNAT,HGSNAT,heparan-alpha-glucosaminide N-acetyltransferase,138050,252930,Autosomal Recessive,yes,NA
246,GNS-related N-Acetylglucosamine 6-sulfatase deficiency,Sanfilippo D disease,Mucopolysaccharidosis type 3D,MPS IIID,GNS,GNS,glucosamine (N-acetyl)-6-sulfatase,2799,252940,Autosomal Recessive,yes,NA
247,GALNS-related N-Acetylgalactosamine 6-sulfatase deficiency,Morquio A disease,Mucopolysaccharidosis type 4A,MPS IVA,GALNS,GALNS,galactosamine (N-acetyl)-6-sulfatase,2588,253000,Autosomal Recessive,unknown,1:200 000-1:640 000
248,"GLB1-related Beta-galactosidase 1 deficiency, Morquio B",Morquio syndrome type B,Mucopolysaccharidosis type IVB variant,MPS IVB,GLB1,GLB1,galactosidase beta 1,2720,230500,Autosomal Recessive,unknown,NA
249,ARSB-related N-Acetylgalactosamine 4-sulfatase deficiency,Mucopolysaccharidosis type 6,Maroteaux - Lamy disease; Arylsulfatase B deficiency,MPS VI,ARSB,ARSB,arylsulfatase B,411,253200,Autosomal Recessive,unknown,1:320 000
250,GUSB-related Beta-glucuronidase deficiency,Sly disease,Mucopolysaccharidosis type 7,MPS VII,GUSB,GUSB,glucuronidase beta,2990,253220,Autosomal Recessive,yes,NA
